feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
mz119.049258407013_rt649.399	Metabolomics_Round	R3	0.295160616215968	0.0827230185439371	43	43	0.000993236040245037	0.00906237262997296
mz184.058243624767_rt588.339	Metabolomics_Round	R3	-1.91152271054071	0.536212203905921	43	43	0.00100232741850206	0.00913698649500515
mz179.005042601563_rt290.034	Metabolomics_Round	R3	-1.30830567563778	0.14826966222178	43	43	0.00101369960246286	0.00923223681660163
mz184.985760772536_rt1675.84	Metabolomics_Round	R3	-1.98296651665164	0.239758732986342	43	43	0.00101462730221487	0.00923227754517622
mz166.502658377576_rt718.0315	Metabolomics_Round	R3	0.600360403728625	0.168652929126143	43	43	0.00101706557834832	0.00923765284603376
mz805.974101665082_rt1335.198	Metabolomics_Round	R3	0.488072430165808	0.137107993003154	43	43	0.00101698603772389	0.00923765284603376
mz386.714992759778_rt270.4195	Metabolomics_Round	R3	0.390933204488694	0.109870426370756	43	43	0.00102173831616493	0.00926385630459411
mz245.194334410478_rt1051.1395	EE_average_per_hour_residual	EE_average_per_hour_residual	0.540333862445472	0.151826945068146	43	43	0.00102180335039673	0.00926385630459411
mz297.649504710543_rt1751.929	Metabolomics_Round	R3	1.32268574391203	0.178462127843908	43	43	0.00102479611012358	0.00928257346126432
mz259.005125232384_rt307.9735	Metabolomics_Round	R3	2.42919007602836	0.287340808322698	43	43	0.00102865799359831	0.00930912211401182
mz588.071540935145_rt319.696	Metabolomics_Round	R3	0.504947149995768	0.142157564731667	43	43	0.00103965123475814	0.00940010158009167
mz358.264976452737_rt1606.5385	Metabolomics_Round	R3	-1.73109275777838	0.230298820988001	43	43	0.001040820439448	0.00940217199140015
mz318.658693373551_rt1752.301	Metabolomics_Round	R3	0.959944335367485	0.121923315008883	43	43	0.0010467062103353	0.00944680695248466
mz540.35921309613_rt1560.643	Metabolomics_Round	R3	-1.22516823114657	0.345235927314892	43	43	0.0010492772548277	0.00946147209042113
mz183.112669436177_rt677.406	Metabolomics_Round	R3	0.482676688298058	0.13606632297936	43	43	0.00105353051333376	0.0094912658858897
mz556.859641928722_rt1726.141	Metabolomics_Round	R3	-1.44554295390029	0.14207853895349	43	43	0.00106896958454011	0.00962168842970398
mz144.982359716013_rt1540.907	Metabolomics_Round	R3	0.935617127040982	0.264509515058644	43	43	0.00108448308484896	0.00975254572705902
mz121.084166599823_rt718.0325	Metabolomics_Round	R3	0.218999827051852	0.0619234386284464	43	43	0.00108619471464068	0.00975916185660992
mz244.263790551158_rt1076.437	Metabolomics_Round	R3	-2.8830827074094	0.381853135644179	43	43	0.00109237478109751	0.00980587774773349
mz184.086655780229_rt344.7215	Metabolomics_Round	R3	-0.322283234393044	0.0911940306688385	43	43	0.00109419642352481	0.00981342083878753
mz188.978916004526_rt1736.075	Metabolomics_Round	R3	-1.11063187420267	0.12495480634893	43	43	0.00110284544696658	0.00987328063533195
mz419.142158890495_rt331.994	Metabolomics_Round	R3	0.690179035799173	0.195438902761379	43	43	0.00110232901758496	0.00987328063533195
mz455.296325301308_rt1735.323	Metabolomics_Round	R3	-0.414505999755481	0.117469337095884	43	43	0.00111112568936306	0.00993851242721877
mz586.312143010428_rt1739.9415	Metabolomics_Round	R3	0.771573806748411	0.108475411866189	43	43	0.00112011104087172	0.0100009914363547
mz777.693911658398_rt984.404	EE_average_per_hour_residual	EE_average_per_hour_residual	1.16726602772935	0.331039370737279	43	43	0.00111939781574506	0.0100009914363547
mz617.523003265698_rt1601.451	Metabolomics_Round	R3	-0.878987367520899	0.249357547214952	43	43	0.00112261054972793	0.0100054416196785
mz281.095566585349_rt272.9345	Metabolomics_Round	R3	0.294997320755239	0.0836796943920292	43	43	0.0011216318231405	0.0100054416196785
mz238.142100234827_rt940.524	EE_average_per_hour_residual	EE_average_per_hour_residual	0.46750834433759	0.132784991543791	43	43	0.00113611737362129	0.0101168065326918
mz334.237854784258_rt1001.5835	EE_average_per_hour_residual	EE_average_per_hour_residual	0.720992788335632	0.204812537899475	43	43	0.00113784600817706	0.0101231851261304
mz144.98232125446_rt1725.082	Metabolomics_Round	R3	0.444715442580395	0.126415851818465	43	43	0.00114554685621823	0.0101826387219398
mz286.201707450157_rt1462.5895	Metabolomics_Round	R3	-0.653275284381016	0.185736783155806	43	43	0.00114771553419493	0.0101928555434718
mz430.913766493027_rt5.61	Metabolomics_Round	R3	-0.30528217094339	0.0868060315640263	43	43	0.00114894851098357	0.0101947516502535
mz368.254925218792_rt1688.53	Metabolomics_Round	R3	0.472793350430306	0.134582812644521	43	43	0.00116139668220461	0.0102960698777005
mz244.191097959461_rt1051.1395	EE_average_per_hour_residual	EE_average_per_hour_residual	0.786090885486078	0.223708292153089	43	43	0.00116261418520289	0.0102973112776702
mz302.215129824329_rt1059.232	EE_average_per_hour_residual	EE_average_per_hour_residual	0.765666094137296	0.217991827377341	43	43	0.00116359617437673	0.0102973112776702
